mdm_id,send_dt,send_dttm,message_class,sysdate_dt,sysdate_dttm
5416feae-4ab7-4751-a861-81b7d9698e2a,2024-07-01,2024-03-09 02:42:03,push,2024-07-09,2024-07-09 03:00:07
4c595df6-901d-40b4-9160-7f1d6b18bb22,2023-08-10,2023-10-03 09:53:10,sms,2024-07-09,2024-07-09 03:00:07
0356a503-c49a-47ff-81e3-a86fbb762574,2023-12-05,2024-04-29 07:42:04,push,2024-07-09,2024-07-09 03:00:07
9c91ea04-0d39-4ebb-a163-b7da32cb480b,2024-01-06,2023-08-18 06:54:08,push,2024-07-09,2024-07-09 03:00:07
f906e7b4-2107-452e-8ad6-ccf1c5b6cd61,2023-08-27,2024-06-04 04:35:06,sms,2024-07-09,2024-07-09 03:00:07
07cb3f58-cc98-486c-9a97-f34a17680070,2024-01-31,2024-06-18 03:02:06,sms,2024-07-09,2024-07-09 03:00:07
0ffabbd1-84bd-4ad3-b789-3a48cb0c3361,2024-03-21,2024-05-15 11:53:05,push,2024-07-09,2024-07-09 03:00:07
cc8c1adb-5c78-4c6f-87e3-4c1b435335ca,2023-07-17,2024-02-05 04:10:02,push,2024-07-09,2024-07-09 03:00:07
649d80b8-cd1f-42a7-aa3d-068400713730,2024-04-19,2024-02-13 11:14:02,push,2024-07-09,2024-07-09 03:00:07
409816df-9478-49d0-b052-3f28e44e7b99,2023-07-18,2024-05-10 09:40:05,push,2024-07-09,2024-07-09 03:00:07
ab41459b-86db-41f1-a7fd-2578b45e016c,2024-05-24,2024-02-12 08:34:02,push,2024-07-09,2024-07-09 03:00:07
0104b492-946f-40fc-82cf-80275c34901b,2024-04-11,2023-12-13 10:48:12,sms,2024-07-09,2024-07-09 03:00:07
db8181b9-deb3-4f2a-89ea-6e30fa545749,2024-05-25,2024-03-15 05:00:03,push,2024-07-09,2024-07-09 03:00:07
50f79005-9340-4873-9bfe-56dcaacb4d8f,2023-09-20,2024-03-13 04:23:03,push,2024-07-09,2024-07-09 03:00:07
dd7fc561-9389-4893-b01b-081155350d01,2023-10-20,2023-10-19 05:11:10,sms,2024-07-09,2024-07-09 03:00:07
8a4cf60a-4999-4a43-9f4f-58585aacba94,2024-04-18,2023-08-22 02:45:08,sms,2024-07-09,2024-07-09 03:00:07
c32815cd-10c6-4dd9-bb4b-45c59fa9bb4d,2024-02-18,2024-05-15 01:49:05,push,2024-07-09,2024-07-09 03:00:07
b161b636-13b4-4ee4-8ffe-93b8d9b71baf,2024-06-05,2024-01-13 12:47:01,push,2024-07-09,2024-07-09 03:00:07
9d268104-733e-4dd9-8f61-ce6705882183,2024-07-04,2024-05-02 10:25:05,sms,2024-07-09,2024-07-09 03:00:07
c8a82c4f-9d5f-4f14-b04d-f52546deefd0,2024-03-13,2024-01-04 02:06:01,push,2024-07-09,2024-07-09 03:00:07
f498dc7a-c248-41d3-ab92-36197f99746e,2023-08-26,2024-04-11 05:37:04,sms,2024-07-09,2024-07-09 03:00:07
d8c23227-00b8-4213-988c-30fea26869b2,2023-08-17,2024-03-27 04:25:03,push,2024-07-09,2024-07-09 03:00:07
790789ba-a5e1-4821-922f-d1722ebc4547,2023-07-05,2023-12-20 11:12:12,push,2024-07-09,2024-07-09 03:00:07
9bdc1adc-8160-4b09-9f39-9da9002ca7db,2024-04-28,2024-06-29 05:23:06,push,2024-07-09,2024-07-09 03:00:07
349e68c6-4b12-4a9e-8b6e-497aed7e45f0,2024-02-04,2023-11-11 11:10:11,push,2024-07-09,2024-07-09 03:00:07
5c71cd0f-616a-4c55-bb9c-60059b0515cc,2024-04-24,2023-07-05 12:33:07,sms,2024-07-09,2024-07-09 03:00:07
2075fc9d-d525-417d-abbd-5a1a50f693f4,2024-02-07,2024-04-24 11:31:04,push,2024-07-09,2024-07-09 03:00:07
4cccad40-821a-4e0c-889d-36d22c05acb7,2023-09-02,2023-12-05 03:37:12,sms,2024-07-09,2024-07-09 03:00:07
70a19e06-4bfc-4e51-867d-f1effcd2b1ec,2023-07-07,2023-10-25 11:35:10,sms,2024-07-09,2024-07-09 03:00:07
b0c31af9-28b6-4226-b37f-8d8166094d01,2024-02-27,2023-12-18 12:35:12,sms,2024-07-09,2024-07-09 03:00:07
08efc63a-bcde-4eb7-88f8-4cc518f48501,2024-03-20,2024-02-29 08:21:02,push,2024-07-09,2024-07-09 03:00:07
4901c6b1-fdf3-493a-a162-fecdcc1363db,2024-04-05,2023-08-03 01:38:08,sms,2024-07-09,2024-07-09 03:00:07
395b394a-4cd3-4225-a859-cd8a0c4975b4,2024-06-27,2024-01-18 03:31:01,push,2024-07-09,2024-07-09 03:00:07
06330e75-053e-48de-82d3-cc150967b483,2023-07-09,2023-12-22 06:04:12,sms,2024-07-09,2024-07-09 03:00:07
3a2531e7-6a77-4733-8474-e9ecd3b2fdf3,2023-12-18,2023-08-26 10:13:08,push,2024-07-09,2024-07-09 03:00:07
bc4bec17-aea2-48b2-8964-bfc7cc75695d,2023-08-04,2024-06-08 08:30:06,sms,2024-07-09,2024-07-09 03:00:07
823f47d8-678b-4fe1-a565-6ce1bda188ec,2024-04-21,2023-11-16 11:58:11,push,2024-07-09,2024-07-09 03:00:07
a60327de-c0d8-4d50-86a7-aae7133c1125,2024-03-12,2023-07-27 08:29:07,sms,2024-07-09,2024-07-09 03:00:07
d2be3dfc-0785-4484-8568-5a2894cd82b9,2023-11-20,2024-07-03 05:31:07,push,2024-07-09,2024-07-09 03:00:07
49a98011-f4b2-4e9e-97a5-0adfc71283e2,2024-05-31,2024-07-05 10:22:07,sms,2024-07-09,2024-07-09 03:00:07
3839535a-6944-4e8d-9d84-c97b3e9c9c30,2023-11-17,2024-03-29 11:43:03,push,2024-07-09,2024-07-09 03:00:07
49f85247-3cf6-45a9-a690-0ebd17c29376,2023-11-03,2023-11-21 10:37:11,sms,2024-07-09,2024-07-09 03:00:07
faa5f757-aa72-4423-b243-1d4103992d3c,2023-10-02,2024-03-20 10:57:03,sms,2024-07-09,2024-07-09 03:00:07
e45bda31-935b-450a-86e2-d22281b199df,2024-04-11,2023-10-17 10:00:10,sms,2024-07-09,2024-07-09 03:00:07
5da80142-01aa-456d-95a2-3acd468a5d2e,2024-05-25,2023-09-28 11:41:09,push,2024-07-09,2024-07-09 03:00:07
752b4885-41cc-4b82-9e5d-97cd1092affb,2024-04-10,2023-07-20 09:57:07,push,2024-07-09,2024-07-09 03:00:07
049a34c4-1535-4d2c-87c6-72713a703df6,2023-07-05,2024-05-09 05:02:05,push,2024-07-09,2024-07-09 03:00:07
9bf45602-c8c0-4604-8c5c-5510cd434628,2024-04-03,2024-05-19 07:17:05,sms,2024-07-09,2024-07-09 03:00:07
1c4a4853-1cdd-4982-a17c-c31b1d36cd37,2024-07-08,2024-01-25 10:07:01,push,2024-07-09,2024-07-09 03:00:07
f08dd00f-e970-4585-978e-0a36395f0891,2024-02-15,2023-07-19 02:39:07,sms,2024-07-09,2024-07-09 03:00:07
9351ea09-b366-4ac0-8948-e02de0816d67,2023-08-16,2024-03-10 01:53:03,push,2024-07-09,2024-07-09 03:00:07
d6c84cdf-0c58-4391-bd0f-f700dcef2071,2024-07-07,2023-09-13 12:39:09,push,2024-07-09,2024-07-09 03:00:07
b0b22f33-7341-446d-880c-06f501e103f0,2023-10-15,2024-05-16 11:42:05,push,2024-07-09,2024-07-09 03:00:07
3d8d0c13-588e-4b97-a237-c014db408663,2023-11-30,2024-03-19 11:59:03,sms,2024-07-09,2024-07-09 03:00:07
d13f5ae0-7930-4114-898e-b0b899b17717,2024-04-05,2024-06-28 02:37:06,sms,2024-07-09,2024-07-09 03:00:07
abd9e917-385b-4f4b-b821-3281b5c0ce2c,2024-04-29,2023-10-27 07:59:10,push,2024-07-09,2024-07-09 03:00:07
906793ba-62c3-46f4-a9fb-7ee69b857012,2024-04-03,2023-08-20 09:44:08,push,2024-07-09,2024-07-09 03:00:07
a59b6dba-0416-4613-933e-18ab47610a10,2023-08-02,2023-12-24 01:54:12,push,2024-07-09,2024-07-09 03:00:07
94caa780-d155-41af-80e3-c359417ee4bb,2024-05-10,2024-04-01 01:53:04,sms,2024-07-09,2024-07-09 03:00:07
4179cdef-1ae4-4012-a242-0a0b983aa400,2023-08-30,2024-03-14 01:18:03,sms,2024-07-09,2024-07-09 03:00:07
8b559db5-956e-4b65-a7b0-870c0fdae11b,2024-05-22,2024-03-15 01:00:03,sms,2024-07-09,2024-07-09 03:00:07
7d29e603-9cb8-4521-865e-d1003a55eb33,2023-11-02,2024-06-09 05:50:06,sms,2024-07-09,2024-07-09 03:00:07
4f96c0d1-3a8d-4036-9250-ec1fdfc350ac,2023-11-04,2023-09-15 01:42:09,push,2024-07-09,2024-07-09 03:00:07
fbbdbfe8-9415-45cf-b6e5-669855ef9171,2024-04-27,2024-01-31 12:31:01,sms,2024-07-09,2024-07-09 03:00:07
f9aaed4b-47d0-4d43-bd48-8545aa842eb1,2023-12-02,2023-10-29 01:06:10,sms,2024-07-09,2024-07-09 03:00:07
6b71ce92-e500-4bf2-a0cc-a218681c9ea4,2023-12-13,2023-10-28 05:14:10,sms,2024-07-09,2024-07-09 03:00:07
abe375e0-c586-41f5-af80-6a9a12d5b0a0,2023-07-22,2024-03-31 06:19:03,sms,2024-07-09,2024-07-09 03:00:07
bf8a2045-93a0-4da3-a835-70ad8cab5b4b,2023-09-23,2024-04-15 03:40:04,sms,2024-07-09,2024-07-09 03:00:07
5ee53c7b-947d-437d-86ad-90ad7591d0a2,2023-10-08,2024-02-02 09:07:02,push,2024-07-09,2024-07-09 03:00:07
5adb4384-fe3d-4bc0-8205-d99f934e9956,2024-05-22,2023-12-09 04:41:12,push,2024-07-09,2024-07-09 03:00:07
10133d23-a75b-4a65-b727-9a9557a07fd5,2024-06-11,2024-04-08 08:09:04,push,2024-07-09,2024-07-09 03:00:07
9c6ae84b-cc72-4e1f-ab34-7014b83ec4ea,2023-11-16,2023-09-15 06:06:09,sms,2024-07-09,2024-07-09 03:00:07
2b757f69-cb4d-445f-ac70-ee53327e382d,2024-03-20,2023-09-30 12:15:09,sms,2024-07-09,2024-07-09 03:00:07
03f8fdab-a2dc-442f-81de-9a2d0f90705d,2023-11-19,2024-05-02 06:16:05,sms,2024-07-09,2024-07-09 03:00:07
e7cfb038-fdc2-4233-bb7e-ff7434ddcdf8,2023-09-21,2023-11-11 08:04:11,sms,2024-07-09,2024-07-09 03:00:07
a16141af-b6c8-470e-8911-bfbd8547aac1,2023-07-05,2024-06-18 07:26:06,sms,2024-07-09,2024-07-09 03:00:07
a94092fa-3e79-4199-901b-4b3b2beba1e8,2024-03-06,2023-09-30 10:40:09,push,2024-07-09,2024-07-09 03:00:07
4ca2d5e4-b5c5-4a90-9afa-41d221abf1a3,2023-07-23,2023-11-21 07:01:11,push,2024-07-09,2024-07-09 03:00:07
9e84354a-cc3e-4944-bc69-4039cfdfd57d,2023-08-13,2023-12-25 05:58:12,push,2024-07-09,2024-07-09 03:00:07
dd20ac2b-223b-4717-bf2a-a9d4372a3a2e,2023-08-30,2023-09-27 11:10:09,push,2024-07-09,2024-07-09 03:00:07
2ce60501-3727-4064-83fe-10c183d4ca44,2024-03-21,2024-04-29 11:56:04,sms,2024-07-09,2024-07-09 03:00:07
31ea9eaa-edfa-4b53-9233-00cf67c894ce,2024-02-27,2023-09-04 04:58:09,sms,2024-07-09,2024-07-09 03:00:07
c2e6c45f-e9c2-43ab-839b-95a83b8092be,2023-10-06,2024-04-12 01:55:04,push,2024-07-09,2024-07-09 03:00:07
d93f058d-0d89-41d7-b3e2-59da07787fe5,2023-09-22,2024-03-20 04:12:03,sms,2024-07-09,2024-07-09 03:00:07
e2e0f2b4-efc6-461b-89a4-837c0c5f6d89,2024-01-25,2024-02-23 01:49:02,sms,2024-07-09,2024-07-09 03:00:07
eb265a7b-53e8-4e81-af63-3cf2cd7069ba,2023-07-21,2024-04-30 02:45:04,push,2024-07-09,2024-07-09 03:00:07
bf93d542-6333-44dd-bba6-2226b7d9eeb7,2023-07-15,2024-01-26 04:09:01,push,2024-07-09,2024-07-09 03:00:07
45bf23f5-994f-4783-a5b5-97fb99ea7455,2024-06-13,2023-07-19 07:05:07,sms,2024-07-09,2024-07-09 03:00:07
b652b9e1-f1b8-4e47-bbe0-0b9963d4bc76,2024-02-28,2023-11-18 09:29:11,sms,2024-07-09,2024-07-09 03:00:07
5d50f31e-9bf8-4e88-a4cc-9d09aaec6cc1,2024-06-24,2023-07-29 03:58:07,sms,2024-07-09,2024-07-09 03:00:07
69144bf0-c3ef-440f-ac5f-a605b9a97cd1,2024-02-21,2023-08-13 12:53:08,sms,2024-07-09,2024-07-09 03:00:07
09001256-2c53-40ab-b9cf-0aec405e831d,2024-02-08,2024-02-08 07:29:02,sms,2024-07-09,2024-07-09 03:00:07
0b50ab59-86f3-4d75-a973-0b46a91f77a6,2024-05-03,2024-04-11 01:33:04,push,2024-07-09,2024-07-09 03:00:07
0c461524-d57d-4e3f-b602-db17912bee49,2023-09-04,2024-03-27 02:46:03,push,2024-07-09,2024-07-09 03:00:07
bd5d38d9-4284-425a-8368-33fb07c4629b,2023-07-26,2024-01-01 09:41:01,push,2024-07-09,2024-07-09 03:00:07
9a3bf594-13e1-4e55-a344-b2f2b3f09d88,2024-03-31,2023-11-03 09:11:11,sms,2024-07-09,2024-07-09 03:00:07
d18c0bb5-5dc4-470a-8798-bd1335e27ce5,2024-03-19,2024-01-16 08:57:01,push,2024-07-09,2024-07-09 03:00:07
98b80f4e-3e64-432b-a861-f4bbc3a08b16,2024-01-22,2023-08-13 07:17:08,push,2024-07-09,2024-07-09 03:00:07
acd696f4-ae47-4c06-a538-826257786f08,2023-08-08,2023-07-04 12:43:07,sms,2024-07-09,2024-07-09 03:00:07
7faadc13-a1a7-44d8-9dda-4bbd5b8abc2a,2024-03-03,2023-12-06 04:01:12,sms,2024-07-09,2024-07-09 03:00:07
e2db0fdf-b87e-40fc-8600-7361da011dec,2023-11-10,2024-06-20 06:48:06,push,2024-07-09,2024-07-09 03:00:07
2caf8627-67e0-4e68-9fcb-936383e7df71,2023-09-02,2023-11-18 06:02:11,push,2024-07-09,2024-07-09 03:00:07
d126e690-2dcd-4540-bdb6-08f44be64246,2024-06-19,2023-09-27 04:24:09,sms,2024-07-09,2024-07-09 03:00:07
ac05bfd4-fe94-4ef9-a682-62c1f255ee47,2024-07-03,2023-12-12 02:13:12,sms,2024-07-09,2024-07-09 03:00:07
31a284a0-b601-44f4-b735-7a3d55739cd5,2024-06-10,2023-12-16 06:38:12,push,2024-07-09,2024-07-09 03:00:07
9f08e610-4a87-47ff-9753-9431f98fff3e,2024-01-28,2023-08-30 06:27:08,sms,2024-07-09,2024-07-09 03:00:07
5627f9b7-731a-4e3e-af8c-0ec4fab3dd5e,2024-04-29,2023-12-24 01:34:12,push,2024-07-09,2024-07-09 03:00:07
09621ea5-f520-4c4c-8484-09b77105f5f1,2023-10-11,2023-09-03 02:05:09,sms,2024-07-09,2024-07-09 03:00:07
12eda176-30de-486d-a8f2-9238bcc0b63c,2024-04-19,2024-01-04 01:55:01,push,2024-07-09,2024-07-09 03:00:07
7c1bae36-ba00-4611-8968-2482c701e361,2023-11-02,2023-12-13 11:55:12,sms,2024-07-09,2024-07-09 03:00:07
c5de8e0f-c747-41e4-9060-7317bbe932ce,2023-08-02,2024-06-08 11:25:06,push,2024-07-09,2024-07-09 03:00:07
4ffecf64-11c9-4786-bd46-2cf5ad92a8e7,2023-12-25,2023-07-14 09:12:07,push,2024-07-09,2024-07-09 03:00:07
b64949e6-ff1d-4f09-8dbe-83ad76c6a486,2024-07-05,2023-11-23 08:43:11,push,2024-07-09,2024-07-09 03:00:07
f84353b6-5133-414f-9b8c-e22884958578,2024-07-07,2024-07-06 09:07:07,sms,2024-07-09,2024-07-09 03:00:07
6e4d94c0-54f1-45a1-8d1f-71565f8a5019,2023-07-13,2024-01-21 11:31:01,sms,2024-07-09,2024-07-09 03:00:07
5c7a954b-5bea-40d6-b815-562c9d2f7725,2023-10-26,2024-05-18 04:18:05,sms,2024-07-09,2024-07-09 03:00:07
b2c83c02-6c33-4fdc-89a4-9b6b4d60ced9,2024-05-18,2024-04-04 08:04:04,push,2024-07-09,2024-07-09 03:00:07
98eb872e-c9fc-4072-aa03-6d5bf671b4da,2024-03-30,2023-09-01 06:38:09,push,2024-07-09,2024-07-09 03:00:07
546c7487-d5f9-4e16-b4e8-624280190d71,2024-02-11,2023-10-02 10:36:10,sms,2024-07-09,2024-07-09 03:00:07
a0140e42-c06c-4bc3-8dc8-8d925ae4a5aa,2024-02-02,2024-01-11 04:19:01,sms,2024-07-09,2024-07-09 03:00:07
b4e90d69-ff48-4654-bdb9-3100feb726bd,2024-04-03,2023-08-23 09:49:08,sms,2024-07-09,2024-07-09 03:00:07
d9ed8033-d106-4802-8e9f-7021b98d0322,2023-08-30,2024-05-07 02:09:05,push,2024-07-09,2024-07-09 03:00:07
bf6f1537-b544-4201-985f-1a67f1c4e653,2024-01-14,2023-12-15 04:25:12,sms,2024-07-09,2024-07-09 03:00:07
d2f07c32-bdb7-41d5-899c-9c7054e56853,2023-11-15,2023-12-27 07:58:12,push,2024-07-09,2024-07-09 03:00:07
594dd2e0-1c8b-4778-b5cb-8525dc725358,2024-02-03,2023-10-09 06:08:10,sms,2024-07-09,2024-07-09 03:00:07
0f5cf4c1-bdf8-46df-95a2-c5a90532100f,2024-02-26,2023-07-24 06:35:07,push,2024-07-09,2024-07-09 03:00:07
377df584-c3bc-45eb-af60-3cae797d0e58,2024-02-09,2023-10-15 06:49:10,push,2024-07-09,2024-07-09 03:00:07
37efa74e-96c6-4e56-8d82-6e70b66991d3,2023-07-10,2023-10-04 10:35:10,sms,2024-07-09,2024-07-09 03:00:07
918a0dea-4087-4930-aad2-e0c0e3117aa3,2023-08-24,2024-06-14 01:43:06,push,2024-07-09,2024-07-09 03:00:07
896d24f8-caa8-4b0d-aa07-cae923461d35,2023-11-10,2024-03-09 06:34:03,push,2024-07-09,2024-07-09 03:00:07
5dfae783-82d9-4bfa-8071-d5677bf9d5f4,2024-02-13,2023-08-23 08:00:08,sms,2024-07-09,2024-07-09 03:00:07
4ace3545-dc45-46d0-9be4-70a7a8a04ae2,2024-01-09,2024-06-30 01:27:06,push,2024-07-09,2024-07-09 03:00:07
157f75b7-6d42-49c0-b2f4-9604dcdc8e08,2024-04-05,2024-04-15 05:25:04,sms,2024-07-09,2024-07-09 03:00:07
17b85bd1-bb2e-44df-81f1-ae7538d25f7b,2023-10-04,2024-02-05 04:45:02,sms,2024-07-09,2024-07-09 03:00:07
7c7720df-fbb3-4146-8b78-bd227067d73e,2023-12-16,2024-02-08 01:56:02,sms,2024-07-09,2024-07-09 03:00:07
6d9cedda-63b6-4252-a189-2d33acab9012,2023-10-16,2024-02-20 01:08:02,push,2024-07-09,2024-07-09 03:00:07
df6cfed3-62e5-42b8-bdcd-53f6b065701f,2023-09-11,2023-08-02 02:22:08,push,2024-07-09,2024-07-09 03:00:07
0a4d343c-fa79-4e5b-bd49-582920f1fa1a,2024-01-25,2023-11-30 07:46:11,push,2024-07-09,2024-07-09 03:00:07
9ab3433f-01b0-4038-a711-ef93a36f0fb7,2023-07-06,2023-09-29 08:10:09,sms,2024-07-09,2024-07-09 03:00:07
b72c9970-3739-47bf-a515-c420f17314d8,2024-04-12,2023-10-26 04:57:10,push,2024-07-09,2024-07-09 03:00:07
61eab107-678d-4450-bde3-50671142324c,2024-05-10,2024-04-29 05:32:04,push,2024-07-09,2024-07-09 03:00:07
61ec0cf6-a758-42c2-a667-96c3835e2b77,2023-08-23,2023-07-21 11:21:07,sms,2024-07-09,2024-07-09 03:00:07
6d19c4e5-9908-4807-bfe6-3cee98b696c9,2024-06-11,2023-12-08 06:16:12,push,2024-07-09,2024-07-09 03:00:07
241d1349-3248-402f-8b2e-b5db168af88b,2023-07-13,2024-02-21 06:47:02,sms,2024-07-09,2024-07-09 03:00:07
b9879d53-1fe7-4385-9e7a-3310085cc2f5,2024-01-03,2023-10-22 10:11:10,sms,2024-07-09,2024-07-09 03:00:07
2ec165ef-5ca4-4fdb-a5a9-2c0b68f7982a,2024-01-29,2023-12-21 09:57:12,push,2024-07-09,2024-07-09 03:00:07
504f600f-b038-4503-8730-96f79b0a491d,2023-11-19,2023-07-08 01:51:07,push,2024-07-09,2024-07-09 03:00:07
5f33eeaf-341d-42b1-b034-944a480af271,2023-12-09,2023-12-17 07:53:12,sms,2024-07-09,2024-07-09 03:00:07
41bc09a2-93e4-471c-874f-b2deac11b325,2023-09-06,2024-02-14 11:31:02,sms,2024-07-09,2024-07-09 03:00:07
06aff0f7-fe29-474f-af11-afc70e0556a8,2024-05-11,2024-03-10 12:47:03,sms,2024-07-09,2024-07-09 03:00:07
4dc2790f-7f7c-4309-9ad8-78ceb6532ff3,2023-12-04,2023-09-29 11:50:09,push,2024-07-09,2024-07-09 03:00:07
87900f10-d367-479b-ab27-f8b6184660e0,2023-08-04,2024-05-14 09:59:05,sms,2024-07-09,2024-07-09 03:00:07
c0bd95f1-5568-418e-ae56-61b2c7654406,2023-09-12,2023-10-02 04:17:10,sms,2024-07-09,2024-07-09 03:00:07
d879cd51-a6b6-4d83-befd-1cafc5a8e39f,2024-06-17,2024-06-23 03:54:06,sms,2024-07-09,2024-07-09 03:00:07
6b3a9bee-4956-4bfb-8f69-3ef15e3d3711,2023-10-08,2023-08-15 07:21:08,push,2024-07-09,2024-07-09 03:00:07
