jobTitle,company,location,companyReviews,link,link_parameters
BI Developer - GPG,Expedia,"Geneva, GE",497,http://www.indeed.ch/Stellen?q=Data+Analysis&start=30['/rc/clk?jk=dc9503cb4c42fbc5&fccid=3169292148c15eab'],'/rc/clk?jk=dc9503cb4c42fbc5&fccid=3169292148c15eab'
Data Science Director,Nielsen,Macquarie Park NSW,1505,http://au.indeed.com/jobs?q=Data+Science&start=100['/rc/clk?jk=caf594768b546362&fccid=683f563b5cc25b70'],'/rc/clk?jk=caf594768b546362&fccid=683f563b5cc25b70'
"Engineer, QA_05182",AspectSoftwareInc,"Bengaluru, Karnataka",5,http://www.indeed.co.in/jobs?q=Artificial+Intelligence&start=50['/rc/clk?jk=fbacca9935e4eaa2&fccid=1a1eadc2081f5719'],'/rc/clk?jk=fbacca9935e4eaa2&fccid=1a1eadc2081f5719'
Applied Scientist - Speech,Amazon,Cambridge,19881,https://www.indeed.co.uk/jobs?q=Natural+Language+Processing&start=20['/rc/clk?jk=d6ae79168df10ded&fccid=fe2d21eef233e94a'],'/rc/clk?jk=d6ae79168df10ded&fccid=fe2d21eef233e94a'
International Consultant,WillisTowersWatson,Singapore,507,http://www.indeed.com.sg/jobs?q=Big+Data&start=30['/rc/clk?jk=b2326bb17d84921e&fccid=52f90de7b5346a08'],'/rc/clk?jk=b2326bb17d84921e&fccid=52f90de7b5346a08'
Business Analyst,Amazon.com,"Bengaluru, Karnataka",19881,http://www.indeed.co.in/jobs?q=Data+Analysis&start=20['/rc/clk?jk=86eba225b664db17&fccid=fe2d21eef233e94a'],'/rc/clk?jk=86eba225b664db17&fccid=fe2d21eef233e94a'
Assiramce Risk Assurance-Internal Audit & BC&ER-Senior Associate-Doha,PwCME,Doha,4727,http://qa.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=811789092ec76790&fccid=5e964c4afc56b180'],'/rc/clk?jk=811789092ec76790&fccid=5e964c4afc56b180'
Clinical Research Associate 2,PRAInternational,"Buenos Aires, Buenos Aires",188,http://ar.indeed.com/trabajo?q=Data+Science&start=50['/rc/clk?jk=02b6d1039fe744b4&fccid=59237124d676ae4d'],'/rc/clk?jk=02b6d1039fe744b4&fccid=59237124d676ae4d'
Automated Intelligence Lead - Global Research,UBS,"New York, NY",1386,https://www.indeed.com/jobs?q=Artificial+Intelligence&start=90['/rc/clk?jk=a2815b7a2cea95b4&fccid=1c76c3a36f6c7557'],'/rc/clk?jk=a2815b7a2cea95b4&fccid=1c76c3a36f6c7557'
Buyer,ESNAAD,UAE,10,http://www.indeed.ae/jobs?q=Data+Science&start=130['/rc/clk?jk=3492e6f059e07112&fccid=c71943b4f8b70497'],'/rc/clk?jk=3492e6f059e07112&fccid=c71943b4f8b70497'
Manager Threat Hunting,AIA,Cyberjaya,2,http://www.indeed.com.my/jobs?q=Big+Data&start=110['/rc/clk?jk=ad60afabf63a7c1c&fccid=004041685e219574'],'/rc/clk?jk=ad60afabf63a7c1c&fccid=004041685e219574'
Software Engineer in Test,OrangeRomania,București,12,http://ro.indeed.com/jobs?q=Python+Data&start=140['/rc/clk?jk=ff215aa5b76b64fb&fccid=001a51c11c75fc66'],'/rc/clk?jk=ff215aa5b76b64fb&fccid=001a51c11c75fc66'
Analytics Development Specialist-(Gurgaon+56742),amdocs,"Gurgaon, Haryana",742,http://www.indeed.co.in/jobs?q=Big+Data&start=80['/rc/clk?jk=d803e739856da4bc&fccid=3b6bf500a6749588'],'/rc/clk?jk=d803e739856da4bc&fccid=3b6bf500a6749588'
Vulnerability Management Analyst,DXCTechnology,"Avilés, Asturias",955,http://www.indeed.es/ofertas?q=Data+Analysis&start=100['/rc/clk?jk=74a02527547c9851&fccid=feaabf8e6a699d3c'],'/rc/clk?jk=74a02527547c9851&fccid=feaabf8e6a699d3c'
Internship: msc internship data technology Energy Efficiency,TATASteel,IJmuiden,616,http://www.indeed.nl/vacatures?q=Data+Analysis&start=80['/rc/clk?jk=3bb00201a87e1a87&fccid=ab3e87f2d7c580f2'],'/rc/clk?jk=3bb00201a87e1a87&fccid=ab3e87f2d7c580f2'
Data Analytics Consultant - European Institutions,Everis,Brussels,110,http://be.indeed.com/jobs?q=Data+Analysis&start=40['/rc/clk?jk=aaf8ce7219c33bdf&fccid=b5fbdde39f9f5202'],'/rc/clk?jk=aaf8ce7219c33bdf&fccid=b5fbdde39f9f5202'
QA Analyst,Lightspeed,"Montréal, QC",12,http://ca.indeed.com/jobs?q=Natural+Language+Processing&start=140['/rc/clk?jk=a08e6df1cf4c44cd&fccid=d589dd3fc2e4fca0'],'/rc/clk?jk=a08e6df1cf4c44cd&fccid=d589dd3fc2e4fca0'
Разработчик Java,IBS,Москва,82,http://ru.indeed.com/jobs?q=Python+Data&start=130['/rc/clk?jk=071c094df65cab9f&fccid=719e57a2a05210a4'],'/rc/clk?jk=071c094df65cab9f&fccid=719e57a2a05210a4'
Bolsa de investigação para Mestre (BI),UNIVERSIDADEDOMINHO,Braga,15,http://www.indeed.pt/ofertas?q=Big+Data&start=40['/rc/clk?jk=8403faccdf959476&fccid=a1e55f4e7d078569'],'/rc/clk?jk=8403faccdf959476&fccid=a1e55f4e7d078569'
(Junior) Risk Reporting & Analytics Specialist – Credit Risk,CreditSuisse,"Zürich, ZH",1023,http://www.indeed.ch/Stellen?q=Data+Analysis&start=40['/rc/clk?jk=0abb0fadeda69364&fccid=e127f4594cdf24f4'],'/rc/clk?jk=0abb0fadeda69364&fccid=e127f4594cdf24f4'
QA Analyst,Ansell,Cyberjaya,13,http://www.indeed.com.my/jobs?q=Data+Analysis&start=20['/rc/clk?jk=ce9989d9ebc976f3&fccid=855ada5a46319c08'],'/rc/clk?jk=ce9989d9ebc976f3&fccid=855ada5a46319c08'
Technical Account Manager Positions,NICEinContact,Fort Bonifacio,30,http://www.indeed.com.ph/jobs?q=Artificial+Intelligence&start=10['/rc/clk?jk=9ca676ec8f41b269&fccid=c87437465dde35f9'],'/rc/clk?jk=9ca676ec8f41b269&fccid=c87437465dde35f9'
Software Development Engineer,MentorGraphics,Cairo,70,http://eg.indeed.com/%D9%88%D8%B8%D8%A7%D8%A6%D9%81?q=Data+Science&start=70['/rc/clk?jk=0552dab8774fad1f&fccid=f6150e0db222a50c'],'/rc/clk?jk=0552dab8774fad1f&fccid=f6150e0db222a50c'
Department Head Positions in Computer Science,Masarykovauniverzita,Brno,3,http://cz.indeed.com/jobs?q=Machine+learning&start=30['/rc/clk?jk=a70a04358bae1426&fccid=e29515f1a94486a4'],'/rc/clk?jk=a70a04358bae1426&fccid=e29515f1a94486a4'
Assistant Procurement Manager,MichaelPage,Bekasi,163,http://id.indeed.com/lowongan-kerja?q=Big+Data&start=120['/rc/clk?jk=52ccee81ecbe2c45&fccid=77087bd1709a8148'],'/rc/clk?jk=52ccee81ecbe2c45&fccid=77087bd1709a8148'
Procurement Technician (DAWIA Level I & SPS/PD2),CACI,Doha,1134,http://qa.indeed.com/jobs?q=Data+Analysis&start=80['/rc/clk?jk=e9514d9c151fbf71&fccid=290a4498a64fc044'],'/rc/clk?jk=e9514d9c151fbf71&fccid=290a4498a64fc044'
"Account Executive, Programmatic (Spanish)",Google,"Ciudad de México, D. F.",1897,http://www.indeed.com.mx/trabajo?q=Data+Analysis&start=100['/rc/clk?jk=280a82da8291ab75&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=280a82da8291ab75&fccid=a5b4499d9e91a5c6'
Analista-Programador JAVA,Citi,Chile,11580,http://www.indeed.cl/trabajo?q=Data+Analysis&start=50['/rc/clk?jk=c5a178de3a08ac99&fccid=5bcd1ef0a7f4fb99'],'/rc/clk?jk=c5a178de3a08ac99&fccid=5bcd1ef0a7f4fb99'
Datacenter Technician,Microsoft,東京都,3736,http://jp.indeed.com/%E6%B1%82%E4%BA%BA?q=Data+Science&start=90['/rc/clk?jk=485e7c3204da5610&fccid=734cb5a01ee60f80'],'/rc/clk?jk=485e7c3204da5610&fccid=734cb5a01ee60f80'
Full stack web developer,OTPBank,Budapest,14,http://hu.indeed.com/jobs?q=Python+Data&start=20['/rc/clk?jk=4b07410be5bbdd9b&fccid=4b65c1e9ec07802c'],'/rc/clk?jk=4b07410be5bbdd9b&fccid=4b65c1e9ec07802c'
Business Intelligence Analyst,iQor,"Gurgaon District, Haryana",2478,http://www.indeed.co.in/jobs?q=Python+Data&start=60['/rc/clk?jk=3d4dd0f1b92a45d1&fccid=883ad2d1bdded271'],'/rc/clk?jk=3d4dd0f1b92a45d1&fccid=883ad2d1bdded271'
"Senior Financial Analyst, Transportation FP&A (M/F)",Amazon.com,Luxembourg,19881,http://www.indeed.lu/jobs?q=Python+Data&start=20['/rc/clk?jk=fbc42bc745cca534&fccid=fe2d21eef233e94a'],'/rc/clk?jk=fbc42bc745cca534&fccid=fe2d21eef233e94a'
Actuarial Analytics Senior Manager,EY,"Johannesburg, Gauteng",4101,http://www.indeed.co.za/jobs?q=Big+Data&start=30['/rc/clk?jk=fd53f7f29c334825&fccid=1544766d4c2915b0'],'/rc/clk?jk=fd53f7f29c334825&fccid=1544766d4c2915b0'
CDI - Data Analyst / Data Scientist (H/F) - Petit Bateau !,GroupeYvesRocher,Paris (75),10,http://www.indeed.fr/emplois?q=Data+Science&start=60['/rc/clk?jk=2bad0fc68a55a165&fccid=afcbba7ca395f114'],'/rc/clk?jk=2bad0fc68a55a165&fccid=afcbba7ca395f114'
Research Intern - Financial Institutions Practice,McKinsey&Company,Москва,314,http://ru.indeed.com/jobs?q=Data+Analysis&start=20['/rc/clk?jk=97a08532e2303708&fccid=6576e7250aa78c3c'],'/rc/clk?jk=97a08532e2303708&fccid=6576e7250aa78c3c'
"Manager / Senior Analyst, Financial Planning & Analysis",DFSGroup,Hong Kong,12,http://www.indeed.hk/jobs?q=Data+Analysis&start=70['/rc/clk?jk=845a09d5040dca40&fccid=06447210ab9abfe4'],'/rc/clk?jk=845a09d5040dca40&fccid=06447210ab9abfe4'
"Consultant,AccountServicesMgmt",DELL,Central Singapore,6142,http://www.indeed.com.sg/jobs?q=Big+Data&start=100['/rc/clk?jk=3a5663b8427c5d28&fccid=0918a251e6902f97'],'/rc/clk?jk=3a5663b8427c5d28&fccid=0918a251e6902f97'
Research Assistant - Level 1,Baycrest,"Toronto, ON",10,http://ca.indeed.com/jobs?q=Data+Analysis&start=40['/rc/clk?jk=5a4ae569bed0a0b9&fccid=ce0284aeac98dc72'],'/rc/clk?jk=5a4ae569bed0a0b9&fccid=ce0284aeac98dc72'
Applications Support - DBA SQL,JPMorganChase,"Buenos Aires, Buenos Aires",15476,http://ar.indeed.com/trabajo?q=Python+Data&start=30['/rc/clk?jk=9e8e40e654ef5c30&fccid=c46d0116f6e69eae'],'/rc/clk?jk=9e8e40e654ef5c30&fccid=c46d0116f6e69eae'
Machine Learning and Computer Vision Algorithm Engineer (AI),MediaTek,新竹市,24,http://tw.indeed.com/jobs?q=Machine+learning&start=10['/rc/clk?jk=d5b9fc5aed23cac9&fccid=f07d498cdad7e182'],'/rc/clk?jk=d5b9fc5aed23cac9&fccid=f07d498cdad7e182'
Analytics Quality Assurance Engineer,NOKIA,Budapest,2507,http://hu.indeed.com/jobs?q=Big+Data&start=120['/rc/clk?jk=d2e46ab819706149&fccid=3444e7c94299ba32'],'/rc/clk?jk=d2e46ab819706149&fccid=3444e7c94299ba32'
Fab Technician (Shift),Dow,대한민국,931,http://kr.indeed.com/%EC%B7%A8%EC%97%85?q=Data+Science&start=120['/rc/clk?jk=a9a3b237f5d3a32c&fccid=5e232844f622d780'],'/rc/clk?jk=a9a3b237f5d3a32c&fccid=5e232844f622d780'
Data Analyst,UniversityofNewSouthWales,Kensington NSW,23,http://au.indeed.com/jobs?q=Data+Science&start=10['/rc/clk?jk=5a7178dba0cacc33&fccid=f7b9aa4f9b3d1c21'],'/rc/clk?jk=5a7178dba0cacc33&fccid=f7b9aa4f9b3d1c21'
Senior Software Engineer,AmberRoad,"Bengaluru, Karnataka",6,http://www.indeed.co.in/jobs?q=Natural+Language+Processing&start=70['/rc/clk?jk=c99e287139c56dd4&fccid=85d2251916283be8'],'/rc/clk?jk=c99e287139c56dd4&fccid=85d2251916283be8'
Intermediate Software Engineer: Web UI/UX,"Rakuten,Inc.",東京都,3,http://jp.indeed.com/%E6%B1%82%E4%BA%BA?q=Natural+Language+Processing&start=20['/rc/clk?jk=cd64ddd7c4be2799&fccid=5e50810dc475b1eb'],'/rc/clk?jk=cd64ddd7c4be2799&fccid=5e50810dc475b1eb'
Business Analyst - Malaysia,CAPCO,Kuala Lumpur,78,http://www.indeed.com.my/jobs?q=Data+Analysis&start=110['/rc/clk?jk=94b5f23eb6cfbc2c&fccid=c2a63affe8751868'],'/rc/clk?jk=94b5f23eb6cfbc2c&fccid=c2a63affe8751868'
Big Data Analyst - Developer,"PowerAdvocate,Inc","Boston, MA",5,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=7e7a6c3e4b846474&fccid=35313a9314d13326'],'/rc/clk?jk=7e7a6c3e4b846474&fccid=35313a9314d13326'
"Data Scientist Intern, Oculus",Facebook,"Menlo Park, CA",223,https://www.indeed.com/jobs?q=Data+Science&start=20['/rc/clk?jk=b923f7a14380ae2d&fccid=1639254ea84748b5'],'/rc/clk?jk=b923f7a14380ae2d&fccid=1639254ea84748b5'
Software Design Engineer,Xilinx,"Saggart, County Dublin",72,http://ie.indeed.com/jobs?q=Python+Data&start=110['/rc/clk?jk=70e95973a5cb1272&fccid=7ae83685be939814'],'/rc/clk?jk=70e95973a5cb1272&fccid=7ae83685be939814'
Research Assistant - Technical,UniversityCollegeCork,Cork,30,http://ie.indeed.com/jobs?q=Data+Science&start=110['/rc/clk?jk=4a11cec2212c876c&fccid=a7de5a50c2c6252b'],'/rc/clk?jk=4a11cec2212c876c&fccid=a7de5a50c2c6252b'
"AI/Machine Learning, Data and Analytics, Senior Consultant- FS Advisory",EY,London,4101,https://www.indeed.co.uk/jobs?q=Artificial+Intelligence&start=40['/rc/clk?jk=53d423e0588e9499&fccid=1544766d4c2915b0'],'/rc/clk?jk=53d423e0588e9499&fccid=1544766d4c2915b0'
Business Intelligence Analyst,Groupon,"Bengaluru, Karnataka",570,http://www.indeed.co.in/jobs?q=Python+Data&start=130['/rc/clk?jk=14e861e47bb87d11&fccid=863ad2cc91c92c82'],'/rc/clk?jk=14e861e47bb87d11&fccid=863ad2cc91c92c82'
Business Process Management Consultant,Deloitte,Amsterdam,5616,http://www.indeed.nl/vacatures?q=Artificial+Intelligence&start=110['/rc/clk?jk=19980925ed335d3f&fccid=9e215d88a6b33622'],'/rc/clk?jk=19980925ed335d3f&fccid=9e215d88a6b33622'
Food Safety Strategy Coordinator,PepsiCo,"Ciudad de México, D. F.",7740,http://www.indeed.com.mx/trabajo?q=Data+Analysis&start=90['/rc/clk?jk=5d473b9a5fba7985&fccid=2973259ddc967948'],'/rc/clk?jk=5d473b9a5fba7985&fccid=2973259ddc967948'
Software Developer,ARMSReliability,Launceston TAS,2,http://au.indeed.com/jobs?q=Data+Science&start=70['/rc/clk?jk=cb356eafe9a4615e&fccid=1eecbf5b01d8a2a0'],'/rc/clk?jk=cb356eafe9a4615e&fccid=1eecbf5b01d8a2a0'
Assistant Manager - Big Data,BookMyShow,"Mumbai, Maharashtra",14,http://www.indeed.co.in/jobs?q=Natural+Language+Processing&start=70['/rc/clk?jk=01a6b91ae8361b9d&fccid=c0ae0a4999bb0b79'],'/rc/clk?jk=01a6b91ae8361b9d&fccid=c0ae0a4999bb0b79'
"Assistant Vice President, IT Security",ChinaCiticBankInternational,Hong Kong,2,http://www.indeed.hk/jobs?q=Big+Data&start=50['/rc/clk?jk=728c8761d6fbb90e&fccid=94431f42f43dd27b'],'/rc/clk?jk=728c8761d6fbb90e&fccid=94431f42f43dd27b'
Business Development Manager,Cargill,Jakarta,2285,http://id.indeed.com/lowongan-kerja?q=Data+Analysis&start=120['/rc/clk?jk=ac782a6882cfc8a9&fccid=d7d9a8241ba2f3ec'],'/rc/clk?jk=ac782a6882cfc8a9&fccid=d7d9a8241ba2f3ec'
Customer Journey Analyst,Rabobank,Utrecht,829,http://www.indeed.nl/vacatures?q=Data+Science&start=20['/rc/clk?jk=26f76ff423f3b60e&fccid=db0b8cca1616eafb'],'/rc/clk?jk=26f76ff423f3b60e&fccid=db0b8cca1616eafb'
Procurement Solutions Architect Senior Manager,Accenture,Singapore,12041,http://www.indeed.com.sg/jobs?q=Artificial+Intelligence&start=80['/rc/clk?jk=5e933a47ad65993d&fccid=a4e4e2eaf26690c9'],'/rc/clk?jk=5e933a47ad65993d&fccid=a4e4e2eaf26690c9'
Graphics/GPU Software Engineer,Google,"Waterloo, ON",1897,http://ca.indeed.com/jobs?q=Artificial+Intelligence&start=20['/rc/clk?jk=e8b53c51ac149692&fccid=a5b4499d9e91a5c6'],'/rc/clk?jk=e8b53c51ac149692&fccid=a5b4499d9e91a5c6'
Systems Engineer Ireland,Nutanix,Dublin,20,http://ie.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=592d3e230c7ea954&fccid=dd7de5cf522ca5fc'],'/rc/clk?jk=592d3e230c7ea954&fccid=dd7de5cf522ca5fc'
Senior Software Engineer - Distributed Data Processing,SnapLogic,London,2,https://www.indeed.co.uk/jobs?q=Artificial+Intelligence&start=10['/rc/clk?jk=05899f309ab305b7&fccid=269b6ed5f533a250'],'/rc/clk?jk=05899f309ab305b7&fccid=269b6ed5f533a250'
"Management Consultant, Bangkok",CAPCO,กรุงเทพมหานคร,78,http://th.indeed.com/%E0%B8%87%E0%B8%B2%E0%B8%99?q=Big+Data&start=30['/rc/clk?jk=b122f6e891b7df1c&fccid=c2a63affe8751868'],'/rc/clk?jk=b122f6e891b7df1c&fccid=c2a63affe8751868'
"Research Staff Member, AI Learning",IBM,"Cambridge, MA 02139",18926,https://www.indeed.com/jobs?q=Artificial+Intelligence&start=90['/rc/clk?jk=3ae62735702ac93c&fccid=de71a49b535e21cb'],'/rc/clk?jk=3ae62735702ac93c&fccid=de71a49b535e21cb'
